LNUM	ENTREE	ORIGINE	RENVOI	DESTINATION	NOTE
L09828	situation	situation	emplacement*	emplacement	
L09829	SIVOM	SIVOM	NA	SIVOM	
L09830	SIVU	SIVU	NA	SIVU	
L09831	slikke	slikke	vasière*	vasière	
L09832	slum	slum	taudis*	taudis	
L09833	smog	smog	NA	smog	
L09834	social	social	signe*	signe	
L09835	social	social	peuple*	peuple	
L09836	social	social	agrégation*	agrégation	
L09837	social	social	géographie radicale*	radical	
L09838	socialiste (pays)	socialiste (pays)	utopies*	utopie	
L09839	socialiste (pays)	socialiste (pays)	capitalisme*	capitalisme	
L09840	socialiste (pays)	socialiste (pays)	communisme*	communisme	
L09841	socialiste (pays)	socialiste (pays)	État*	État	
L09842	socialiste (pays)	socialiste (pays)	oriental*	oriental	
L09843	société	société	NA	société	
L09844	socio-spatial	socio-spatial	espaces*	espace	
L09845	socio-spatial	socio-spatial	classes* sociales	classe	
L09846	socio-spatial	socio-spatial	formation*	formation	
L09847	socio-spatial	socio-spatial	spatial*	spatial	
L09848	socio-spatial	socio-spatial	spatial*	spatial	
L09849	socle	socle	massifs*	massif	
L09850	socle	socle	boucliers*	bouclier	
L09851	socle	socle	continents*	continent	
L09852	socle	socle	couverture*	couverture	
L09853	sol	sol	terre*	terre	
L09854	sol	sol	sang*	sang	
L09855	sol	sol	sole*	sole	
L09856	sol	sol	seuil*	seuil	
L09857	sol	sol	POS*	POS	
L09858	sol	sol	cadastral*	cadastre	
L09859	sol	sol	rampant*	rampant	
L09860	sol	sol	terre*	terre	
L09861	sol	sol	terrain*	terrain	
L09862	sol	sol	découpage*	découpage	
L09863	sol	sol	roches*	roche	
L09864	sol	sol	litière*	lit	
L09865	sol	sol	roche-mère*	roche	
L09866	sol	sol	séquences*	séquence	
L09867	sol	sol	chaînes*	chaîne	
L09868	sol	sol	Voir: conservation	conservation	
L09869	sol	sol	croûte	croûte	
L09870	sol	sol	érosion	érosion	
L09871	sol	sol	humus	humus	
L09872	sol	sol	latérite	latérite	
L09873	sol	sol	limon	limon	
L09874	sol	sol	loess	loess	
L09875	sol	sol	podzol	podzol	
L09876	sol	sol	régur	régur	
L09877	sol	sol	rendzine	rendzine	
L09878	sol	sol	tchernoziom	tchernoziom	
L09879	sol	sol	tell	tell	
L09880	sol	sol	tir	tir	
L09881	sol	sol	fertilité*	fertilité	
L09882	sol	sol	«droit du sang»*	sang	
L09883	sol	sol	nationalité*	nationalité	
L09884	sol	sol	nation*	nation	
L09885	sol	sol	tribaux*	tribu	
L09886	solde	solde	saisons*	saison	
L09887	sole	sole	assolement*	assolement	
L09888	sole	sole	rotation*	rotation	
L09889	sole	sole	bans*	ban	
L09890	sole	sole	vaine pâture*	vaine pâture	
L09891	sole	sole	sol*	sol	
L09892	solfatare	solfatare	soufrière*	soufrière	
L09893	solidarité	solidarité	cataclysmes*	cataclysme	
L09894	solidarité	solidarité	clocher*	clocher	
L09895	solidarité	solidarité	SIVU*	SIVU	
L09896	solidarité	solidarité	SIVOM*	SIVOM	
L09897	solidarité	solidarité	«pays»*	pays	
L09898	solidarité	solidarité	quartier*	quartier	
L09899	solidarité	solidarité	émigration*	émigration	
L09900	solifluxion	solifluxion	foirage*	foirage	
L09901	solifluxion	solifluxion	frane*	frane	
L09902	solifluxion	solifluxion	glissements*	glissement	
L09903	solifluxion	solifluxion	loupes*	NA	
L09904	solifluxion	solifluxion	coulées*	coulée	
L09905	solitude	solitude	paramo*	paramo	
L09906	solitude	solitude	wild*	wild	
L09907	solitude	solitude	herm*	herm	
L09908	solitude	solitude	sauvage*	sauvage	
L09909	solstice	solstice	écliptique*	écliptique	
L09910	solstice	solstice	midi*	midi	
L09911	solstice	solstice	zénith*	zénith	
L09912	sommet	sommet	climax*	climax	
L09913	sommet	sommet	monument*	monument	
L09914	sommet	sommet	panorama*	panorama	
L09915	sommet	sommet	altitude*	altitude	
L09916	sommet	sommet	ciel*	ciel	
L09917	sondage	sondage	recensement*	recensement	
L09918	sondage	sondage	détroit*	détroit	
L09919	sondage	sondage	échantillonnage*	échantillon	
L09920	sondage	sondage	interpolations*	interpolation	
L09921	sondage	sondage	krigeage*	krigeage	
L09922	sortie	sortie	entrées*	entrée	
L09923	sortie	sortie	excursion*	excursion	
L09924	sortie	sortie	incursion*	incursion	
L09925	sortie	sortie	raid*	raid	
L09926	sotch	sotch	doline*	doline	
L09927	sotch	sotch	ouvala*	ouvala	
L09928	soudanien	soudanien	NA	soudanien	
L09929	soufrière	soufrière	NA	soufrière	
L09930	souk	souk	bazar*	bazar	
L09931	soukhala	soukhala	NA	soukhala	
L09932	soulane	soulane	adret*	adret	
L09933	source	source	nappe phréatique*	phréatique	
L09934	source	source	geysers*	geyser	
L09935	source	source	résurgence*	résurgence	
L09936	source	source	bassin-versant*	bassin-versant	
L09937	source	source	captures*	capture	
L09938	source	source	effluent*	effluent	
L09939	source	source	adduction*	adduction	
L09940	source	source	géomancie*	géomancie	
L09941	source	source	fontaine*	fontaine	
L09942	source	source	racines*	racine	
L09943	source	source	fontaine*	fontaine	
L09944	sous-développement	sous-développement	développement*	développement	0def
L09945	sous-écoulement	sous-écoulement	NA	sous-écoulement	
L09946	sous-préfecture	sous-préfecture	NA	sous-préfecture	
L09947	sous-sol	sous-sol	sol*	sol	
L09948	sous-sol	sous-sol	roche*	roche	
L09949	sous-sol	sous-sol	concession*	concession	
L09950	sous-sol	sous-sol	gisements*	gisement	
L09951	souterrain	souterrain	chtonien*	chtonien	
L09952	souterrain	souterrain	grottes*	grotte	
L09953	souterrain	souterrain	karst*	karst	
L09954	souterrain	souterrain	VRD*	VRD	
L09955	souterrain	souterrain	métro*	métro	
L09956	souterrain	souterrain	troglodyte*	troglodyte	
L09957	souterrain	souterrain	labyrinthe*	labyrinthe	
L09958	souterrain	souterrain	mine*	mine	
L09959	souterrain	souterrain	catacombes*	catacombes	
L09960	souterrain	souterrain	antre*	antre	
L09961	souterrain	souterrain	crypte*	cryo-	
L09962	souterrain	souterrain	cave*	cave	
L09963	souterrain	souterrain	hypogée*	hypogée	
L09964	souterrain	souterrain	utopie*	utopie	
L09965	souveraineté	souveraineté	indigènes*	indigène	
L09966	sovkhoze	sovkhoze	kolkhoze*	kolkhoze	
L09967	spatial	spatial	espace*	espace	
L09968	spatial	spatial	«habitat»*	habitat	
L09969	spatial	spatial	écoumène*	écoumène	
L09970	spatial	spatial	territorial*	territorialité	
L09971	spatial	spatial	géographique*	géographique	
L09972	spatial	spatial	distance*	distance	
L09973	spatial	spatial	espacement*	espacement	
L09974	spatial	spatial	gravitation*	gravitation	
L09975	spatial	spatial	maillage*	maillage	
L09976	spatial	spatial	treillage*	treillage	
L09977	spatial	spatial	analyse* spatiale	analyse	
L09978	spatial	spatial	espace*	espace	
L09979	spatial	spatial	étendue*	étendue	
L09980	spatiocarte	spatiocarte	satellites*	satellite	
L09981	spatiocarte	spatiocarte	télédétection*	télédétection	
L09982	spécialisation	spécialisation	division* spatiale du travail	division spatiale du travail	
L09983	spécialisation	spécialisation	base*	base	
L09984	spécialisation	spécialisation	concurrence*	concurrence	
L09985	spécialisation	spécialisation	localisation*	localisation	
L09986	spéciation	spéciation	technopole*	technopole	
L09987	spéciation	spéciation	spécialisation*	spécialisation	
L09988	spéciation	spéciation	système*	système	
L09989	spéciation	spéciation	isolats*	isolat	
L09990	spéciation	spéciation	enclaves*	enclave	
L09991	spéciation	spéciation	exclaves*	exclave	
L09992	spécifique	spécifique	anascopie*	anascopie	
L09993	spectacle	spectacle	centre*	centre	
L09994	spectacle	spectacle	médiatisation*	média	
L09995	spectacle	spectacle	acteur*	acteur	
L09996	spectacle	spectacle	chercheur*	chercheur	
L09997	spectrale (analyse)	spectrale (analyse)	variance*	variance	
L09998	spectrale (analyse)	spectrale (analyse)	chroniques*	chronique	
L09999	spectre	spectre	signature*	signature	
L10000	spéculation	spéculation	NA	spéculation	
L10001	sphère	sphère	hémisphère*	hémisphère	
L10002	sphère	sphère	planisphère*	planisphère	
L10003	sphère	sphère	globe*	globe	
L10004	sphère	sphère	armillaire*	armillaire	
L10005	sphère	sphère	atmosphère*	atmosphère	
L10006	sphère	sphère	asthénosphère*	asthénosphère	
L10007	sphère	sphère	biosphère*	biosphère	
L10008	sphère	sphère	hydrosphère*	hydrosphère	
L10009	sphère	sphère	lithosphère*	lithosphère	
L10010	sphère	sphère	mésosphère*	mésosphère	
L10011	sphère	sphère	stratosphère*	stratosphère	
L10012	sphère	sphère	troposphère*	troposphère	
L10013	spin-off	spin-off	essaimage*	essaimage	0def
L10014	spontané	spontané	pratique*	pratique	
L10015	spontané	spontané	bidonville*	bidonville	
L10016	spontané	spontané	favela*	favela	
L10017	spontané	spontané	habitat précaire*	précaire	
L10018	sporadique	sporadique	NA	sporadique	
L10019	SPOT	SPOT	défilement*	défilement	
L10020	SPOT	SPOT	résolution*	résolution	
L10021	square	square	NA	square	
L10022	squatter	squatter	NA	squatter	
L10023	sta	sta	bantoustan*	bantoustan	
L10024	stade	stade	spectacle*	spectacle	
L10025	stade	stade	panoptique*	panoptique	
L10026	stade	stade	sacré*	sacré	
L10027	stade	stade	communiste*	communisme	
L10028	standardisation	standardisation	moyenne*	moyenne	
L10029	standardisation	standardisation	écart*-type	écart-type	
L10030	standardisation	standardisation	normalisation*	normal	
L10031	stanitza	stanitza	cosaque*	cosaque	
L10032	stanitza	stanitza	sta*	sta	
L10033	staple	staple	sta*	sta	
L10034	staple	staple	produit*	produit	
L10035	station	station	habite*	habiter	
L10036	station	station	tourisme*	tourisme	
L10037	stationnaire	stationnaire	tendance*	tendance	
L10038	stationnaire	stationnaire	cycle*	cycle	
L10039	stationnaire	stationnaire	évolution*	évolution	
L10040	statistique	statistique	populations*	population	
L10041	statistique	statistique	INSEE*	INSEE	
L10042	statistique	statistique	données*	donnée	
L10043	statistique	statistique	probabilités*	probabilité	
L10044	statistique	statistique	calcul matriciel*	matrice	
L10045	statistique	statistique	échantillon*	échantillon	
L10046	statistique	statistique	analyse* des données	analyse	
L10047	statistique	statistique	régression* linéaire	régression	
L10048	statistique	statistique	position*	position	
L10049	statistique	statistique	géostatistique*	géostatistique	
L10050	statistique	statistique	bayésien*	bayésien	
L10051	statistique	statistique	corrélation*	corrélation	
L10052	statistique	statistique	multivarié*	multivarié	
L10053	statistique	statistique	normal*	normal	
L10054	statistique	statistique	probabilités*	probabilité	
L10055	statistique	statistique	quantile*	quantile	
L10056	statistique	statistique	régression*	régression	
L10057	statistique	statistique	SIG*	SIG	
L10058	statistique	statistique	stochastique*	stochastique	
L10059	steppe	steppe	facteurs limitants*	limite	
L10060	steppe	steppe	prairie*	prairie	
L10061	steppe	steppe	pampa*	pampa	
L10062	steppe	steppe	veld*	veld	
L10063	steppe	steppe	savane*	savane	
L10064	stéréotype	stéréotype	cliché*	cliché	
L10065	stéréotype	stéréotype	ethnotype*	ethnotype	
L10066	stéréotype	stéréotype	tope*	tope	
L10067	stochastique	stochastique	probabilité*	probabilité	
L10068	stochastique	stochastique	chaînes de Markov*	Markov	
L10069	stockage	stockage	spéculations*	spéculation	
L10070	stockage	stockage	flux*	flux	
L10071	stockage	stockage	rupture*	rupture	
L10072	stockage	stockage	ménagement*	ménage	
L10073	stoupa	stoupa	tertre*	tertre	
L10074	stoupa	stoupa	ciel*	ciel	
L10075	strate	strate	couche*	couche	
L10076	strate	strate	étages*	étage	
L10077	strate	strate	sol*	sol	
L10078	strate	strate	géologisme*	géologisme	
L10079	strate	strate	stratification*	stratification	
L10080	stratégie	stratégie	tope*	tope	
L10081	stratégie	stratégie	localisation*	localisation	
L10082	stratégie	stratégie	appropriation*	appropriation	
L10083	stratégie	stratégie	porte-respect*	porte-respect	
L10084	stratégie	stratégie	quadrillage*	quadrillage	
L10085	stratégie	stratégie	panoptique*	panoptique	
L10086	stratégie	stratégie	informateur*	information	
L10087	stratégie	stratégie	colonisation*	colonie	
L10088	stratégie	stratégie	conquête*	conquête	
L10089	stratégie	stratégie	blocus*	blocus	
L10090	stratégie	stratégie	embargo*	embargo	
L10091	stratégie	stratégie	spéciation*	spéciation	
L10092	stratégie	stratégie	géopolitique*	géopolitique	
L10093	stratification	stratification	échantillon*	échantillon	
L10094	stratification	stratification	sondage*	sondage	
L10095	stratification	stratification	strates*	strate	
L10096	stratification	stratification	classe*	classe	
L10097	stratification	stratification	couche*	couche	
L10098	stratification	stratification	formation*	formation	
L10099	stratification	stratification	étagement*	étagement	
L10100	stratification	stratification	alluvions*	alluvion	
L10101	stratosphère	stratosphère	NA	stratosphère	
L10102	strip-farming	strip-farming	culture en bandes*	bande	
L10103	structural	structural	structure*	structure	
L10104	structuralisme	structuralisme	modélisation*	modèle	
L10105	structuralisme	structuralisme	chorématique*	chorématique	
L10106	structurant	structurant	intégration*	intégration	
L10107	structuration	structuration	infrastructures*	infrastructure	
L10108	structuration	structuration	réseaux*	réseau	
L10109	structuration	structuration	rénovation*	rénovation	
L10110	structuration	structuration	reconversion*	reconversion	
L10111	structuration	structuration	redéploiement*	redéploiement	
L10112	structuration	structuration	déprise*	déprise	
L10113	structuration	structuration	délocalisation*	délocalisation	
L10114	structure	structure	industrie*	industrie	
L10115	structure	structure	structuralisme*	structuralisme	
L10116	structure	structure	forme*	forme	
L10117	structure	structure	superstructure*	superstructure	
L10118	structure	structure	infrastructure*	infrastructure	
L10119	structure	structure	chorème*	chorème	
L10120	structure-résidus	structure-résidus	régression*	régression	
L10121	subduction	subduction	plaque*	plaque	
L10122	subduction	subduction	fosses*	fosse	
L10123	subduction	subduction	tectonique*	tectonique	
L10124	subéraie	subéraie	NA	subéraie	
L10125	subjectivité	subjectivité	sujet*	sujet	
L10126	subjectivité	subjectivité	réel*	réel	
L10127	subjectivité	subjectivité	objectivité*	objet	
L10128	subjectivité	subjectivité	humanistic*	humanistique	
L10129	sublimation	sublimation	NA	sublimation	
L10130	submergé	submergé	souterraine*	souterrain	
L10131	subsidence	subsidence	effet de foehn*	foehn	
L10132	subsidence	subsidence	convergence*	convergence	
L10133	subsidence	subsidence	bassins*	bassin	
L10134	subsidence	subsidence	fosses*	fosse	
L10135	subsidence	subsidence	fossés*	fossé	
L10136	subsidence	subsidence	dépressions karstiques*	karst	
L10137	subsidiarité	subsidiarité	péréquation	péréquation	
L10138	subsidiarité	subsidiarité	redistribution*	redistribution	
L10139	subsidiarité	subsidiarité	Communauté* européenne	Communauté européenne	
L10140	subsistance	subsistance	reproduction*	reproduction	
L10141	substrat	substrat	socle*	socle	
L10142	subtropical	subtropical	intertropical*	NA	
L10143	suburbain	suburbain	périurbain*	périurbain	
L10144	sud	sud	nordiste*	nordiste	
L10145	sud	sud	méridional*	méridional	
L10146	sud	sud	septentrional*	septentrional	
L10147	sud	sud	tropical*	tropical	
L10148	suisse	suisse	NA	suisse	
L10149	sujet	sujet	ressortissant*	ressort	
L10150	sujet	sujet	objet*	objet	
L10151	sujet	sujet	lieu*	lieu	
L10152	sujet	sujet	subjectivité*	subjectivité	
L10153	superficie	superficie	surface*	surface	
L10154	superstructure	superstructure	strate*	strate	
L10155	superstructure	superstructure	dernière* instance	dernière instance	
L10156	surface	surface	face*	face	
L10157	surface	surface	superficie*	superficie	
L10158	surface	surface	coefficient* d'occupation des sols	COS	
L10159	surface	surface	interface*	interface	
L10160	surface	surface	hypermarché*	hypermarché	
L10161	surface	surface	modèle chorématique*	chorématique	
L10162	surface	surface	figuré*	figuré	
L10163	surface	surface	isolignes*	isoligne	
L10164	surface	surface	trames*	trame	
L10165	surface	surface	plages*	plage	
L10166	surface	surface	poncifs*	poncif	
L10167	surface	surface	anamorphoses*	anamorphose	
L10168	surface	surface	projection*	projection	
L10169	suroît	suroît	NA	suroît	
L10170	surpeuplement	surpeuplement	population*	population	
L10171	surplomb	surplomb	parois*	paroi	
L10172	surplomb	surplomb	abris*	abri	
L10173	survol	survol	profonde*	profond	
L10174	survol	survol	indices*	indice	
L10175	survol	survol	signe*	signe	
L10176	sylve	sylve	forêt*	forêt	
L10177	sylve	sylve	sauvage*	sauvage	
L10178	symbole	symbole	pictogrammes*	pictogramme	
L10179	symbole	symbole	logo*	logo	
L10180	symbole	symbole	sacré*	sacré	
L10181	symbole	symbole	monuments*	monument	
L10182	symbole	symbole	beffrois*	beffroi	
L10183	symbole	symbole	mais*	mai	
L10184	symbole	symbole	paysage*	paysage	
L10185	symbole	symbole	phallique*	phallique	
L10186	symbole	symbole	pharaon*	pharaonique	
L10187	symbole	symbole	sémiologie*	sémiologie	
L10188	symbole	symbole	signe*	signe	
L10189	symbole	symbole	vallon*	vallon	
L10190	symbole	symbole	fleuve*	fleuve	
L10191	symbole	symbole	pic*	pic	
L10192	symbole	symbole	ville*	ville	
L10193	symbole	symbole	antre*	antre	
L10194	symbole	symbole	éminence*	éminence	
L10195	symbole	symbole	labyrinthe*	labyrinthe	
L10196	symbole	symbole	marais*	marais	
L10197	symbole	symbole	précipice*	précipice	
L10198	symbole	symbole	source*	source	
L10199	synapse	synapse	portes*	porte	
L10200	synapse	synapse	ports*	port	
L10201	synapse	synapse	col*	col	
L10202	synapse	synapse	isthme*	isthme	
L10203	synapse	synapse	seuil*	seuil	
L10204	synchronie	synchronie	héritages*	héritage	
L10205	synchronie	synchronie	mémoires*	mémoire	
L10206	synchronie	synchronie	historicisme*	historicisme	
L10207	synchronie	synchronie	prospective*	prospective	
L10208	synclinal	synclinal	val*	val	
L10209	synthèse	synthèse	analyse*	analyse	
L10210	système	système	structure*	structure	
L10211	système	système	schéma*	schéma	
L10212	système	système	sagittal*	sagittal	
L10213	système	système	énergie*	énergie	
L10214	système	système	forces de travail*	travail	
L10215	système	système	information*	information	
L10216	système	système	ressources*	ressource	
L10217	système	système	capital*	capital	
L10218	système	système	moyens de production*	moyen de production	
L10219	système	système	émergence*	émergence	
L10220	système	système	holon*	holon	
L10221	système	système	«gouvernement*»	gouvernement	
L10222	système	système	reproduction*	reproduction	
L10223	système	système	fluctuation*	fluctuation	
L10224	système	système	entropie*	entropie	
L10225	système	système	«totalité*»	totalité	
L10226	système	système	rétroaction*	rétro-	
L10227	système	système	cybernétique*	cybernétique	
L10228	système	système	pensées stratifiées*	strate	
L10229	système	système	hiérarchiques*	hiérarchie	
L10230	système	système	dernière instance*	dernière instance	
L10231	système	système	pensée*	pensée	
L10232	système	système	Prométhée*	Prométhée	
L10233	syzygie	syzygie	NA	syzygie	
L10234	table	table	tableau*	tableau	
L10235	table	table	horizon*	horizon	
L10236	table	table	cru*	cru	
L10237	table	table	mappemonde*	mappemonde	
L10238	tableau	tableau	calcul matriciel*	matrice	
L10239	tableau	tableau	rang*	rang	
L10240	tabou	tabou	marais*	marais	
L10241	taffoni	taffoni	NA	taffoni	
L10242	tagh	tagh	NA	tagh	
L10243	taïga	taïga	podzol*	podzol	
L10244	taïga	taïga	raspoutitsa*	raspoutitsa	
L10245	taille	rang-taille	effectif*	effectif	
L10246	taille	rang-taille	rang*-taille	rang-taille	
L10247	taille	rang-taille	échelle*	échelle	
L10248	taille	rang-taille	économies* d'échelle	économie d'échelle	
L10249	taillis	taillis	NA	taillis	
L10250	talus	talus	terrasse*	terrasse	
L10251	talus	talus	coteau*	coteau	
L10252	talus	talus	côte*	côte	
L10253	talus	talus	épicontinentale*	épicontinental	
L10254	talweg	talweg	NA	talweg	
L10255	tampon	tampon	marche*	marche	
L10256	tangentopole	tangentopole	antimonde*	antimonde	
L10257	tangentopole	tangentopole	Utopie*	utopie	
L10258	tangue	tangue	NA 	tangue	
L10259	tartare	tartare	razzia*	razzia	
L10260	tartare	tartare	kremlin*	kremlin	
L10261	tartare	tartare	horde*	horde	
L10262	tartare	tartare	enfer*	enfer	
L10263	tartare	tartare	Enfers*	enfer	
L10264	tartare	tartare	Barbare*	barbare	
L10265	tas	tas	grève*	grève	
L10266	taudis	taudis	habitat précaire*	précaire	
L10267	taux	taux	absentéisme*	absentéisme	
L10268	taux	taux	ratio*	ratio	
L10269	tavy	tavy	brûlis*	brûlis	
L10270	taxonomie	taxonomie	classifications*	classification	
L10271	tchernoziom	tchernoziom	prairie*	prairie	
L10272	tchernoziom	tchernoziom	podzol*	podzol	
L10273	technopole	technopole	NA	technopole	
L10274	tectonique	tectonique	relief*	relief	
L10275	tectonique	tectonique	érosion*	érosion	
L10276	tectonique	tectonique	failles*	faille	
L10277	tectonique	tectonique	blocs*	bloc	
L10278	tectonique	tectonique	gauchissement*	gauche	
L10279	tectonique	tectonique	bombement*	bombement	
L10280	tectonique	tectonique	horst*	horst	
L10281	tectonique	tectonique	fossé*	fossé	
L10282	tectonique	tectonique	voussoir*	voussoir	
L10283	tectonique	tectonique	plissements*	pli	
L10284	tectonique	tectonique	dérive*	dérive	
L10285	tectonique	tectonique	cordillère*	cordillère	
L10286	tectonique	tectonique	fosse*	fosse	
L10287	tectonique	tectonique	orogène*	orogène	
L10288	tectonique	tectonique	plancher*	plancher océanique	
L10289	tectonique	tectonique	subduction*	subduction	
L10290	télécommunications	télécommunications	télétravail*	télétravail	
L10291	télécommunications	télécommunications	téléports*	téléport	
L10292	télécommunications	télécommunications	intégrateur*	intégration	
L10293	télédétection	télédétection	satellites*	satellite	
L10294	télédétection	télédétection	pixel*	pixel	
L10295	télédétection	télédétection	coordonnées*	coordonnées	
L10296	télédétection	télédétection	signature* spectrale	signature	
L10297	télédétection	télédétection	IGN*	IGN	
L10298	télématique	télématique	télétravail*	télétravail	
L10299	téléologie	téléologie	performants*	performance	
L10300	téléport	téléport	NA	téléport	
L10301	télétravail	télétravail	fabrique*	fabrique	
L10302	télétravail	télétravail	stations*	station	
L10303	tell	tell	tumulus*	tumulus	
L10304	tell	tell	tir*	tir	
L10305	tell	tell	«sahara»*	sahara	
L10306	tellurique	tellurique	séisme*	séisme	
L10307	tellurique	tellurique	chtonien*	chtonien	
L10308	témoin	témoin	repère	repère	
L10309	témoin	témoin	relicte*	relicte	
L10310	témoin	témoin	indicateur*	indicateur	
L10311	témoin	témoin	signe*	signe	
L10312	tempéré	tempéré	NA	tempéré	
L10313	tempête	tempête	simoun*	simoun	
L10314	tempête	tempête	blizzard*	blizzard	
L10315	tempête	tempête	raz-de-marée*	raz-de-marée	
L10316	tempête	tempête	utopie*	utopie	
L10317	temple	temple	philotomiste*	philotomiste	
L10318	temple	temple	sacré*	sacré	
L10319	temple	temple	retranché*	retranché	
L10320	temps	temps	sagesse paysanne*	sagesse paysanne	
L10321	temps	temps	climat*	climat	
L10322	temps	temps	espace*	espace	
L10323	temps	temps	synchronie*	synchronie	
L10324	temps	temps	sens*	sens	
L10325	tendance	tendance	sens*	sens	
L10326	tendance	tendance	diachroniques*	diachronie	
L10327	tendance	tendance	synchronique*	synchronie	
L10328	tendance	tendance	gradient*	gradient	
L10329	tendance	tendance	régression*	régression	
L10330	tension	tension	tendance*	tendance	
L10331	tension	tension	extension*	extension	
L10332	tension	tension	ségrégation*	ségrégation	
L10333	tension	tension	racisme*	race	
L10334	tension	tension	territorialisme*	territorialisme	
L10335	tension	tension	nationalisme*	nationalisme	
L10336	tension	tension	blocs*	bloc	
L10337	tension	tension	expéditions*	expédition	
L10338	tension	tension	détente*	détente	
L10339	tension	tension	pression*	pression	
L10340	tension	tension	magma*	magma	
L10341	tension	tension	tectoniques*	tectonique	
L10342	tentacule	tentacule	digitations*	digitation	
L10343	tente	tente	hutte*	hutte	
L10344	tente	tente	immensité*	immensité	
L10345	tente	tente	taudis*	taudis	
L10346	tente	tente	yourte*	yourte	
L10347	tenure	tenure	faire-valoir*	faire-valoir	
L10348	tenure	tenure	terroir*	terroir	
L10349	tenure	tenure	quartier*	quartier	
L10350	terme	terme	terminus*	terminal	
L10351	terme	terme	fins*	NA	
L10352	terme	terme	confins*	confins	
L10353	terminal	terminal	NA	terminal	
L10354	terpen	terpen	tertre*	tertre	
L10355	terpen	terpen	motte*	motte	
L10356	terra rossa	terra rossa	rendzine*	rendzine	
L10357	terrain	terrain	terre*	terre	
L10358	terrain	terrain	roche*	roche	
L10359	terrain	terrain	étendue*	étendue	
L10360	terrain	terrain	place*	place	
L10361	terrain	terrain	territoire*	territoire	
L10362	terrain	terrain	terre*	terre	
L10363	terrain	terrain	vérité*	vérité	
L10364	terrain	terrain	pied*	pied	
L10365	terraqué	terraqué	NA	terraqué	
L10366	terrasse	terrasse	terre*	terre	
L10367	terrasse	terrasse	banquette*	banque	
L10368	terrasse	terrasse	rizières*	rizière	
L10369	terre	terre	torride*	torride	
L10370	terre	terre	torrent*	torrent	
L10371	terre	terre	géo*	géo-	
L10372	terre	terre	chtonien*	chtonien	
L10373	terre	terre	globe*	globe	
L10374	terre	terre	Monde*	monde	
L10375	terre	terre	bleu*	bleu	
L10376	terre	terre	écologisme*	écologisme	
L10377	terre	terre	humanité*	humanité	
L10378	terre	terre	urbi* et orbi	urbi et orbi	
L10379	terre	terre	ici-bas*	bas	
L10380	terre	terre	ciel*	ciel	
L10381	terre	terre	terrain*	terrain	
L10382	terre	terre	surface*	surface	
L10383	terre	terre	relief*	relief	
L10384	terre	terre	croûte	croûte	
L10385	terre	terre	roche*	roche	
L10386	terre	terre	sol*	sol	
L10387	terre	terre	campagne*	campagne	
L10388	terre	terre	territoire*	territoire	
L10389	terre	terre	chtonien*	chtonien	
L10390	terre	terre	racines*	racine	
L10391	terre	terre	sol*	sol	
L10392	terre	terre	raid*	raid	
L10393	terre	terre	prise*	prise	
L10394	terreau	terreau	humus*	humus	
L10395	terreau	terreau	racines*	racine	
L10396	terrefort	terrefort	NA	terrefort	
L10397	terrier	terrier	terres*	terre	
L10398	terrier	terrier	garenne*	garenne	
L10399	terrier	terrier	nid*	nid	
L10400	terril	terril	mines*	mine	
L10401	territoire	territoire	maille*	maille	
L10402	territoire	territoire	région*	région	
L10403	territoire	territoire	espaces pionniers*	pionnier	
L10404	territoire	territoire	espace*	espace	
L10405	territoire	territoire	patrie*	patrie	
L10406	territoire	territoire	nation*	nation	
L10407	territoire	territoire	État*	État	
L10408	territoire	territoire	aménagement*	aménagement	
L10409	territoire	territoire	espaces* vécus	espace vécu	
L10410	territoire	territoire	terroir*	terroir	
L10411	territoire	territoire	quartier*	quartier	
L10412	territoire	territoire	appartenance*	appartenance	
L10413	territoire	territoire	appropriation*	appropriation	
L10414	territoire	territoire	hauts lieux*	haut lieu	
L10415	territoire	territoire	proxémique*	proximité	
L10416	territoire	territoire	domination*	domination	
L10417	territoire	territoire	territorialité*	territorialité	
L10418	territoire	territoire	graffiti*	graffiti	
L10419	territoire	territoire	agrégation*	agrégation	
L10420	territoire	territoire	ségrégation*	ségrégation	
L10421	territoire	territoire	«loi de la jungle*»	jungle	
L10422	territoire	territoire	métèque*	métèque	
L10423	territoire	territoire	écoumène*	écoumène	
L10424	territoire	territoire	travail*	travail	
L10425	territorialisme	territorialisme	territorialité*	territorialité	
L10426	territorialisme	territorialisme	appartenance*	appartenance	
L10427	territorialisme	territorialisme	naturalité*	naturalité	
L10428	territorialisme	territorialisme	historicité*	historicité	
L10429	territorialisme	territorialisme	ensauvagement*	ensauvagement	
L10430	territorialisme	territorialisme	tribalisme*	tribalisme	
L10431	territorialisme	territorialisme	meute*	meute	
L10432	territorialisme	territorialisme	écologisme*	écologisme	
L10433	territorialisme	territorialisme	racines*	racine	
L10434	territorialisme	territorialisme	nations*	nation	
L10435	territorialisme	territorialisme	médias*	média	
L10436	territorialisme	territorialisme	«espace* vital»	espace vital	
L10437	territorialité	territorialité	exterritorialité*	exterritorialité	
L10438	territorialité	territorialité	approprié*	appropriation	
L10439	territorialité	territorialité	racines*	racine	
L10440	territorialité	territorialité	pionniers*	pionnier	
L10441	territorialité	territorialité	racines*	racine	
L10442	terroir	terroir	climat*	climat	
L10443	terroir	terroir	contrée*	contrée	
