LNUM	ENTREE	ORIGINE	RENVOI	DESTINATION
L1171	Économie verte	économie verte	RESPONSABILITÉ SOCIALE ET ENVIRONNEMENTALE DES ENTREPRISES	responsabilité sociale et environnementale des entreprises
L1172	Économie verte	économie verte	SERVICE ÉCOSYSTÉMIQUE	service écosystémique
L1173	Écoquartier	écoquartier	DÉVELOPPEMENT - DURABLE	développement - durable
L1174	Écoquartier	écoquartier	DISPOSITIF	dispositif
L1175	Écoquartier	écoquartier	EMPREINTE ÉCOLOGIQUE	empreinte écologique
L1176	Écoquartier	écoquartier	GOUVERNANCE ENVIRONNEMENTALE MONDIALE	gouvernance environnementale mondiale
L1177	Écoquartier	écoquartier	GREENTRIFICATION	greentrification
L1178	Écoquartier	écoquartier	QUALITÉ ENVIRONNEMENTALE	qualité environnementale
L1179	Écoquartier	écoquartier	VILLE - DURABLE	ville - durable
L1180	Écosystème	écosystème	BIODIVERSITÉ	biodiversité
L1181	Écosystème	écosystème	BIOSPHÈRE	biosphère
L1182	Écosystème	écosystème	BIOTOPE	biotope
L1183	Écosystème	écosystème	CLIMAX ET ÉCOSYSTÈME	climax et écosystème
L1184	Écosystème	écosystème	CONNECTIVITÉ/CONTINUITÉ ÉCOLOGIQUE	connectivité/continuité écologique
L1185	Écosystème	écosystème	ÉCOLOGIE SAVANTE - HISTOIRE	écologie savante - histoire
L1186	Écosystème	écosystème	ÉCOLOGIE SAVANTE - MÉSOLOGIQUE	écologie savante - mésologique
L1187	Écosystème	écosystème	MILIEU	milieu
L1188	Écosystème	écosystème	NATURE	nature
L1189	Écosystème	écosystème	NICHE ÉCOLOGIQUE	niche écologique
L1190	Écosystème	écosystème	PAYSAGE	paysage
L1191	Écosystème	écosystème	SERVICE ÉCOSYSTÉMIQUE	service écosystémique
L1192	Écosystème	écosystème	SOCIAL-DARWINISME	social-darwinisme
L1193	Écosystème	écosystème	SOCIO-ÉCOSYSTÈME	socio-écosystème
L1194	Écosystème	écosystème	TRAME VERTE ET BLEUE	trame verte et bleue
L1195	Écotourisme	écotourisme	BIODIVERSITÉ	biodiversité
L1196	Écotourisme	écotourisme	DÉVELOPPEMENT - DURABLE	développement - durable
L1197	Écotourisme	écotourisme	IMAGINAIRE	imaginaire
L1198	Écotourisme	écotourisme	NATURE	nature
L1199	Écotourisme	écotourisme	NEIGES DU KILIMANDJARO	neiges du kilimandjaro
L1200	Écotourisme	écotourisme	OVERTOURISM	overtourism
L1201	Écotourisme	écotourisme	PARC	parc
L1202	Écotourisme	écotourisme	PAYSAGE	paysage
L1203	Écoumène	écoumène	ANTHROPISATION	anthropisation
L1204	Écoumène	écoumène	ANTHROPOZOÏQUE (ÈRE)	anthropozoïque (ère)
L1205	Écoumène	écoumène	BIOSPHÈRE	biosphère
L1206	Écoumène	écoumène	CAGE (LES LIMITES DE NOTRE)	cage (les limites de notre)
L1207	Écoumène	écoumène	CATASTROPHISME	catastrophisme
L1208	Écoumène	écoumène	ÉTHIQUE ENVIRONNEMENTALE	éthique environnementale
L1209	Écoumène	écoumène	FINITUDE	finitude
L1210	Écoumène	écoumène	GAÏA	gaïa
L1211	Écoumène	écoumène	LIMITE	limite
L1212	Écoumène	écoumène	MÉSOLOGIE	mésologie
L1213	Écoumène	écoumène	NOOSPHÈRE	noosphère
L1214	Écoumène	écoumène	NORTH SENTINEL	north sentinel
L1215	Écoumène	écoumène	PEUPLE-MONDE	peuple-monde
L1216	Écoumène	écoumène	POPULATION MONDIALE	population mondiale
L1217	Écoumène	écoumène	VAISSEAU-TERRE	vaisseau-terre
L1218	Éducation à l’environnement	éducation à l’environnement	DÉPOLITISATION	dépolitisation
L1219	Éducation à l’environnement	éducation à l’environnement	DÉVELOPPEMENT - DURABLE	développement - durable
L1220	Éducation à l’environnement	éducation à l’environnement	ÉCOLOGISME - ÉCOFÉMINISME	écologisme - écoféminisme
L1221	Éducation à l’environnement	éducation à l’environnement	GAMIFICATION ÉCOLOGIQUE	gamification écologique
L1222	Éducation à l’environnement	éducation à l’environnement	HUMANITÉS ENVIRONNEMENTALES	humanités environnementales
L1223	Éducation à l’environnement	éducation à l’environnement	MÉDIATION SCIENTIFIQUE ENVIRONNEMENTALE	médiation scientifique environnementale
L1224	Éducation à l’environnement	éducation à l’environnement	NUDGE VERT	nudge vert
L1225	Éducation à l’environnement	éducation à l’environnement	RHÉTORIQUE ENVIRONNEMENTALE	rhétorique environnementale
L1226	Effet de serre	effet de serre	ASSURANCE	assurance
L1227	Effet de serre	effet de serre	CHANGEMENT ET DÉRÈGLEMENT CLIMATIQUES	changement et dérèglement climatiques
L1228	Effet de serre	effet de serre	CLIMAT (CONCEPT DE)	climat (concept de)
L1229	Effet de serre	effet de serre	CLIMATOSCEPTICISME	climatoscepticisme
L1230	Effet de serre	effet de serre	GÉO-INGÉNIERIE	géo-ingénierie
L1231	Effet de serre	effet de serre	GIEC/IPCC	giec/ipcc
L1232	Effet de serre	effet de serre	GOUVERNANCE ENVIRONNEMENTALE MONDIALE	gouvernance environnementale mondiale
L1233	Effet de serre	effet de serre	MARCHÉ DU CARBONE	marché du carbone
L1234	Effet de serre	effet de serre	POLLUTION	pollution
L1235	Effet de serre	effet de serre	RÉFUGIÉ - CLIMATIQUE	réfugié - climatique
L1236	Effondrement de civilisation	effondrement de civilisation	ADAPTATION	adaptation
L1237	Effondrement de civilisation	effondrement de civilisation	APOCALYPSE	apocalypse
L1238	Effondrement de civilisation	effondrement de civilisation	CATASTROPHE	catastrophe
L1239	Effondrement de civilisation	effondrement de civilisation	CATASTROPHISME	catastrophisme
L1240	Effondrement de civilisation	effondrement de civilisation	CRISE ENVIRONNEMENTALE	crise environnementale
L1241	Effondrement de civilisation	effondrement de civilisation	DÉLUGE	déluge
L1242	Effondrement de civilisation	effondrement de civilisation	INSULARISME (SYNDROME DE L’)	insularisme (syndrome de l’)
L1243	Effondrement de civilisation	effondrement de civilisation	JOUR DU DÉPASSEMENT	jour du dépassement (de la terre)
L1244	Effondrement de civilisation	effondrement de civilisation	MIGRATION	migration
L1245	Effondrement de civilisation	effondrement de civilisation	MONTÉE DES EAUX	montée des eaux
L1246	Effondrement de civilisation	effondrement de civilisation	MYTHE	mythe
L1247	Effondrement de civilisation	effondrement de civilisation	NÉNUPHAR (SYNDROME DU)	nénuphar (syndrome du)
L1248	Effondrement de civilisation	effondrement de civilisation	POPULATION MONDIALE	population mondiale
L1249	Effondrement de civilisation	effondrement de civilisation	RESSOURCE	ressource
L1250	Effondrement de civilisation	effondrement de civilisation	XYNTHIA (CATASTROPHE DE)	xynthia (catastrophe de)
L1251	El Niño	el niño	CLIMAT (CONCEPT DE)	climat (concept de)
L1252	El Niño	el niño	CRISE ENVIRONNEMENTALE	crise environnementale
L1253	El Niño	el niño	CYCLE	cycle
L1254	El Niño	el niño	EXPERTISE	expertise
L1255	El Niño	el niño	GIEC/IPCC	giec/ipcc
L1256	El Niño	el niño	ÎLE	île
L1257	El Niño	el niño	MONTÉE DES EAUX	montée des eaux
L1258	Empreinte écologique	empreinte écologique	CAPACITÉ DE CHARGE	capacité de charge
L1259	Empreinte écologique	empreinte écologique	CAPITALOCÈNE	capitalocène
L1260	Empreinte écologique	empreinte écologique	DÉFORESTATION	déforestation
L1261	Empreinte écologique	empreinte écologique	EXPERTISE	expertise
L1262	Empreinte écologique	empreinte écologique	FINITUDE	finitude
L1263	Empreinte écologique	empreinte écologique	FORÊT	forêt
L1264	Empreinte écologique	empreinte écologique	INDICATEUR DE DÉVELOPPEMENT	indicateur de développement
L1265	Empreinte écologique	empreinte écologique	JOUR DU DÉPASSEMENT (DE LA TERRE)	jour du dépassement (de la terre)
L1266	Empreinte écologique	empreinte écologique	LIMITE	limite
L1267	Empreinte écologique	empreinte écologique	MALTHUSIANISME	malthusianisme
L1268	Empreinte écologique	empreinte écologique	MODÈLE - MODÉLISATION	modèle - modélisation
L1269	Empreinte écologique	empreinte écologique	NATURE - PLACE DE L’HOMME	nature - place de l’homme
L1270	Empreinte écologique	empreinte écologique	NÉNUPHAR (SYNDROME DU)	nénuphar (syndrome du)
L1271	Empreinte écologique	empreinte écologique	NUCLÉAIRE	nucléaire
L1272	Empreinte écologique	empreinte écologique	PÊCHE	pêche
L1273	Empreinte écologique	empreinte écologique	PIC PÉTROLIER	pic pétrolier
L1274	Empreinte écologique	empreinte écologique	RESSOURCE	ressource
L1275	Empreinte écologique	empreinte écologique	UICN ET WWF	uicn et wwf
L1293	Énergie - Renouvelable	énergie	BARRAGE (GRAND)	barrage (grand)
L1285	Énergie - Fossile et nucléaire	énergie	BIOCARBURANT	biocarburant
L1294	Énergie - Renouvelable	énergie	BIOCARBURANT	biocarburant
L1276	Énergie - Société et climat	énergie	CLIMATOSCEPTICISME	climatoscepticisme
L1277	Énergie - Société et climat	énergie	CLUB DE ROME	club de rome
L1278	Énergie - Société et climat	énergie	DÉVELOPPEMENT - DURABLE	développement - durable
L1286	Énergie - Fossile et nucléaire	énergie	ÉCOLOGIE SAVANTE - INDUSTRIELLE	écologie savante - industrielle
L1295	Énergie - Renouvelable	énergie	ÉCOLOGIE SAVANTE - INDUSTRIELLE	écologie savante - industrielle
L1279	Énergie - Société et climat	énergie	EFFET DE SERRE	effet de serre
L1287	Énergie - Fossile et nucléaire	énergie	EXTRACTIVISME	extractivisme
L1280	Énergie - Société et climat	énergie	GOUVERNANCE ENVIRONNEMENTALE MONDIALE	gouvernance environnementale mondiale
L1296	Énergie - Renouvelable	énergie	LITHIUM	lithium
L1288	Énergie - Fossile et nucléaire	énergie	NUCLÉAIRE	nucléaire
L1297	Énergie - Renouvelable	énergie	NUCLÉAIRE	nucléaire
L1281	Énergie - Société et climat	énergie	PIC PÉTROLIER	pic pétrolier
L1289	Énergie - Fossile et nucléaire	énergie	PLASTIQUE	plastique
L1290	Énergie - Fossile et nucléaire	énergie	POLLUTION	pollution
L1291	Énergie - Fossile et nucléaire	énergie	PRÉCARITÉ ÉNERGÉTIQUE	précarité énergétique
L1298	Énergie - Renouvelable	énergie	PRÉCARITÉ ÉNERGÉTIQUE	précarité énergétique
L1282	Énergie - Société et climat	énergie	RAPPORT MEADOWS	rapport meadows
L1283	Énergie - Société et climat	énergie	TRANSITION	transition - énergétique
L1292	Énergie - Fossile et nucléaire	énergie	TRANSITION ÉNERGÉTIQUE	transition - énergétique
L1299	Énergie - Renouvelable	énergie	TRANSITION ÉNERGÉTIQUE	transition - énergétique
L1284	Énergie - Société et climat	énergie	UNION EUROPÉENNE	union européenne
L1300	Ensauvagement - Féralité	ensauvagement - féralité	ACCLIMATATION	acclimatation
L1301	Ensauvagement - Féralité	ensauvagement - féralité	AMAZONIE	amazonie
L1302	Ensauvagement - Féralité	ensauvagement - féralité	CHIEN	chien
L1303	Ensauvagement - Féralité	ensauvagement - féralité	ÎLE	île
L1304	Ensauvagement - Féralité	ensauvagement - féralité	LOUP	loup
L1305	Ensauvagement - Féralité	ensauvagement - féralité	RENATURATION	renaturation
L1306	Ensauvagement - Féralité	ensauvagement - féralité	RESTAURATION ÉCOLOGIQUE	restauration - écologique
L1307	Ensauvagement - Féralité	ensauvagement - féralité	SERVICE ÉCOSYSTÉMIQUE	service écosystémique
L1308	Ensauvagement - Féralité	ensauvagement - féralité	WILDERNESS	wilderness
L1309	Ensauvagement - Féralité	ensauvagement - féralité	YELLOWSTONE (PARC DE)	yellowstone (parc de)
L1310	Ensauvagement - Ré-ensauvagement	ensauvagement - ré-ensauvagement	ANIMALITÉ	animalité
L1311	Ensauvagement - Ré-ensauvagement	ensauvagement - ré-ensauvagement	ÉCOTOURISME	écotourisme
L1312	Ensauvagement - Ré-ensauvagement	ensauvagement - ré-ensauvagement	ONG	ong
L1313	Ensauvagement - Ré-ensauvagement	ensauvagement - ré-ensauvagement	RENATURATION	renaturation
L1314	Ensauvagement - Ré-ensauvagement	ensauvagement - ré-ensauvagement	SERVICE ÉCOSYSTÉMIQUE	service écosystémique
L1315	Ensauvagement - Ré-ensauvagement	ensauvagement - ré-ensauvagement	UICN ET WWF	uicn et wwf
L1316	Ensauvagement - Ré-ensauvagement	ensauvagement - ré-ensauvagement	WILDERNESS	wilderness
L1317	Ensauvagement - Ré-ensauvagement	ensauvagement - ré-ensauvagement	YELLOWSTONE (PARC DE)	yellowstone (parc de)
L1318	Ensauvagement - Ré-ensauvagement	ensauvagement - ré-ensauvagement	ZONE HUMIDE	zone humide
L1319	Environnement	environnement	ÉCOLOGIE	écologie savante - humaine
L1320	Environnement	environnement	ÉCOLOGISME - ÉCOLOGISME(S)	écologisme - écologisme(s)
L1321	Environnement	environnement	MÉSOLOGIE	mésologie
L1322	Environnement	environnement	MILIEU	milieu
L1323	Environnement	environnement	NATURE	nature
L1324	Environnement urbain	environnement urbain	AGRICULTURE - URBAINE	agriculture
L1325	Environnement urbain	environnement urbain	DÉCHET	déchet
L1326	Environnement urbain	environnement urbain	DÉVELOPPEMENT - DURABLE	développement - durable
L1327	Environnement urbain	environnement urbain	EFFET DE SERRE	effet de serre
L1328	Environnement urbain	environnement urbain	POLITICAL ECOLOGY	political ecology
L1329	Environnement urbain	environnement urbain	SANTÉ ENVIRONNEMENTALE	santé environnementale
L1330	Environnement urbain	environnement urbain	VILLE - DURABLE	ville - durable
L1331	Environnement urbain	environnement urbain	VILLE - INTELLIGENTE	ville - intelligente
L1332	Environnementalisme	environnementalisme	BIOCENTRISME	biocentrisme
L1333	Environnementalisme	environnementalisme	BIODIVERSITÉ	biodiversité
L1334	Environnementalisme	environnementalisme	BIOSPHÈRE	biosphère
L1335	Environnementalisme	environnementalisme	BOMBE ATOMIQUE	bombe atomique
L1336	Environnementalisme	environnementalisme	CLUB DE ROME	club de rome
L1337	Environnementalisme	environnementalisme	CONFÉRENCES DE LAKE SUCCESS	conférences de lake success
L1338	Environnementalisme	environnementalisme	CONSERVATION	conservation
L1339	Environnementalisme	environnementalisme	DÉVELOPPEMENT - DURABLE	développement - durable
L1340	Environnementalisme	environnementalisme	ÉCOLOGIE SAVANTE - HISTOIRE	écologie savante - histoire
L1341	Environnementalisme	environnementalisme	ÉCOLOGISME	écologisme - écologisme(s)
L1342	Environnementalisme	environnementalisme	ENVIRONNEMENT	environnement
L1343	Environnementalisme	environnementalisme	ÉTHIQUE ENVIRONNEMENTALE	éthique environnementale
L1344	Environnementalisme	environnementalisme	GAÏA	gaïa
L1345	Environnementalisme	environnementalisme	GOUVERNANCE ENVIRONNEMENTALE MONDIALE	gouvernance environnementale mondiale
L1346	Environnementalisme	environnementalisme	POLLUTION	pollution
L1347	Environnementalisme	environnementalisme	SOCIAL-DARWINISME	social-darwinisme
L1348	Environnementalisme	environnementalisme	UICN ET WWF	uicn et wwf
L1349	Environnementalisme	environnementalisme	VAISSEAU-TERRE	vaisseau-terre
L1350	Environnementalisme	environnementalisme	WILDERNESS	wilderness
L1351	Environnementalisme	environnementalisme	YELLOWSTONE	yellowstone (parc de)
L1352	Environnementalité	environnementalité	BIOPOLITIQUE ET BIOPOUVOIR	biopolitique et biopouvoir
L1353	Environnementalité	environnementalité	CONSERVATION	conservation
L1354	Environnementalité	environnementalité	DISPOSITIF	dispositif
L1355	Environnementalité	environnementalité	ÉDUCATION À L’ENVIRONNEMENT	éducation à l’environnement
L1356	Environnementalité	environnementalité	ENVIRONNEMENT	environnement
L1357	Environnementalité	environnementalité	GOUVERNANCE ENVIRONNEMENTALE MONDIALE	gouvernance environnementale mondiale
L1358	Environnementalité	environnementalité	ONG	ong
L1359	Environnementalité	environnementalité	POLITICAL ECOLOGY	political ecology
L1360	Ère géologique	ère géologique	ÂGE DE LA TERRE	âge de la terre
L1361	Ère géologique	ère géologique	ANTHROPOCÈNE	anthropocène
L1362	Ère géologique	ère géologique	BIOSPHÈRE	biosphère
L1363	Ère géologique	ère géologique	CYCLE	cycle
L1364	Ère géologique	ère géologique	GLACE ET GLACIER	glace et glacier
L1365	Ère géologique	ère géologique	QUATERNAIRE	quaternaire
L1366	Érosion	érosion	ACTUALISME	actualisme ou uniformitarisme
L1367	Érosion	érosion	ALÉA	aléa
L1368	Érosion	érosion	DÉSERTIFICATION ET DÉGRADATION DES SOLS	désertification et dégradation des sols
L1369	Érosion	érosion	DUST BOWL	dust bowl
